baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ensembl,symbol,entrez
0.3331559545866305,-0.42610127642341333,1.3837310380328314,-0.3079364881698226,0.7581306604119216,NA,ENSG00000000003,TSPAN6,7105
95.15655407534558,-0.2434769517253219,0.09731116494234572,-2.5020453908816687,0.012347809266812537,0.19991283629029474,ENSG00000000419,DPM1,8813
85.21656569937875,-0.2161972794728575,0.11331303481204318,-1.9079647794401808,0.05639576861174216,0.3854321990505013,ENSG00000000457,SCYL3,57147
25.48238417568661,0.1278525864747072,0.2306611975179539,0.554287361075352,0.5793821986717397,0.8895807309581524,ENSG00000000460,FIRRM,55732
3079.1838954644136,0.21976263006769742,0.12921230306141154,1.7007871917835058,0.08898295524137871,0.4638901389485393,ENSG00000000938,FGR,2268
12.666853763610897,-0.63114688304307,0.5803866447408811,-1.087459349318507,0.276833854460767,0.7068645354916947,ENSG00000000971,CFH,3075
39.483934502063995,-0.06387133412080148,0.19280548689777385,-0.3312734256088173,0.7404379624106154,0.9363771378410356,ENSG00000001036,FUCA2,2519
286.3381241417602,-0.03185090382795359,0.3467866390046096,-0.09184582174035319,0.9268205374085965,0.9851634609326776,ENSG00000001084,GCLC,2729
328.47471602978976,-0.2737846307989402,0.1282243294534219,-2.1352003318402515,0.032744649824558665,0.3033979395313115,ENSG00000001167,NFYA,4800
5.035283846107816,-0.19279101043568808,0.4333577441269169,-0.4448772706810695,0.6564084492320972,0.9100062501061561,ENSG00000001460,STPG1,90529
85.73791983243575,0.26773475158692756,0.1722004070298784,1.5547858231280083,0.11999708662991333,0.5239201563021482,ENSG00000001461,NIPAL3,57185
46.999581001294864,0.012633953153788983,0.19458786133530562,0.064926728045069,0.9482323395849012,0.9901473070573671,ENSG00000001497,LAS1L,81887
38.30005472994336,0.5003725956791891,0.29456557170729564,1.6986798313836897,0.08937952558616816,0.4644239730216175,ENSG00000001561,ENPP4,22875
0.1853840951009745,-0.12247352172707589,1.8540822166325635,-0.06605614391227793,0.9473331266385049,NA,ENSG00000001617,SEMA3F,6405
154.3698810358827,0.0514051240532156,0.17598884577976684,0.2920930802486436,0.7702154572665056,0.9472829655182529,ENSG00000001629,ANKIB1,54467
29.64795107224364,-0.01709193511755895,0.3136343065946213,-0.054496382437048324,0.9565396907056963,0.9908550270246043,ENSG00000001630,CYP51A1,1595
